"text","favorited","favoriteCount","replyToSN","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"3/3 Hunter Biden would also agree not to serve on the boards of, or work on behalf of, foreign-owned companies, his lawyer wrote.",FALSE,95,"NPR",FALSE,"1183378580786556928","1183378581491200000","5392522","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NPR",13,FALSE,FALSE,NA,NA
"2/ In a post on the website Medium, Hunter Biden’s lawyer, George Mesires, laid out his client’s business activitie… https://t.co/KyJ3iMMeWm",FALSE,83,"NPR",TRUE,"1183378579654094848","1183378580786556928","5392522","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NPR",13,FALSE,FALSE,NA,NA
"1/ Hunter Biden is stepping down from the board of a Chinese-backed private equity firm, NPR has confirmed. 

Presi… https://t.co/AmiKessIjU",FALSE,125,NA,TRUE,NA,"1183378579654094848",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NPR",32,FALSE,FALSE,NA,NA
"The year 2019 has been a busy one for Elton John — and a revelatory one for his fans, who have been graced with a b… https://t.co/vxLsuW83ti",FALSE,166,NA,TRUE,NA,"1183367556637298689",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",24,FALSE,FALSE,NA,NA
"Elizabeth Strout won a Pulitzer Prize for ""Olive Kitteridge,"" her 2008 novel that spun together 13 connected storie… https://t.co/LH2wg7rfMT",FALSE,150,NA,TRUE,NA,"1183352218273140738",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",27,FALSE,FALSE,NA,NA
"Helicopters, boats and thousands of troops have been mobilized across Japan to rescue people after Typhoon Hagibus… https://t.co/shpIlhjTat",FALSE,119,NA,TRUE,NA,"1183337359481409537",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",72,FALSE,FALSE,NA,NA
"Authorities in Egypt have detained protesters, prominent government critics and schoolchildren. One new tactic they… https://t.co/jfAo8INxwz",FALSE,73,NA,TRUE,NA,"1183321524436131840",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",92,FALSE,FALSE,NA,NA
"Many of the NBC executives who obstructed Ronan Farrow's investigation into Harvey Weinstein have been accused of s… https://t.co/TTRbt8Yg1k",FALSE,318,NA,TRUE,NA,"1183307402122334208",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",128,FALSE,FALSE,NA,NA
"Beginning in 2020, California will ban the sale of the pesticide chlorpyrifos, which officials say has been linked… https://t.co/jDPR7fHURB",FALSE,684,NA,TRUE,NA,"1183292303265423362",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",143,FALSE,FALSE,NA,NA
"Hurricane Dorian destroyed Sherrine Petit Homme LaFrance's new house on the same night she moved in.

She was cryin… https://t.co/MSb4HccIe7",FALSE,194,NA,TRUE,NA,"1183276707186429952",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",49,FALSE,FALSE,NA,NA
"In this sequel to ""For a Muse of Fire,"" Jetta — a shadow puppeteer who animates her puppets with the souls of dead… https://t.co/iQDCkBcGNR",FALSE,69,NA,TRUE,NA,"1183261609642385408",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",19,FALSE,FALSE,NA,NA
"This is taking “personalized medicine” based on a patient’s genes to a whole new level: A DNA designer drug made fo… https://t.co/NUdnelo6CC",FALSE,228,NA,TRUE,NA,"1183246749374255110",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",66,FALSE,FALSE,NA,NA
